mmsi,fpi_proxy_legacy,ecp_proxy_legacy,fpi_proxy_scientific,ecp_proxy_scientific,environment_score,temperature_score,salinity_score,productivity_score,hydrodynamic_score,behavior_score,fpi_delta,ecp_delta
370437000,0.7312451057165231,0.7312451057165231,0.4273,0.4841,0.7168,0.9157,0.9127,0.1173,0.9247,0.4012,-0.3039451057165231,-0.24714510571652315
370569000,0.4,0.4,0.0078,0.0085,0.6152,0.912,0.9203,0.127,0.2307,0.0075,-0.39220000000000005,-0.3915
371243000,0.7471478463329453,0.7471478463329453,0.2011,0.2233,0.7003,0.9102,0.9286,0.1026,0.8325,0.1897,-0.5460478463329452,-0.5238478463329452
371444000,0.76,0.912,0.1848,0.2045,0.7309,0.9273,0.9162,0.1284,0.964,0.1728,-0.5752,-0.7075
371866000,0.4,0.4,0.008,0.0087,0.7295,0.9144,0.919,0.1197,1.0,0.0075,-0.392,-0.39130000000000004
372192000,0.6202416918429003,0.6202416918429003,0.1172,0.1291,0.6978,0.9119,0.9189,0.107,0.8168,0.1106,-0.5030416918429004,-0.49114169184290035
372354000,0.784,0.784,0.3958,0.4471,0.6452,0.911,0.9203,0.1127,0.4569,0.3793,-0.38820000000000005,-0.33690000000000003
372903000,0.7036674816625916,0.7036674816625916,0.1596,0.1767,0.6005,0.913,0.9179,0.1059,0.1685,0.1549,-0.5440674816625917,-0.5269674816625917
372932000,0.7503496503496504,0.7503496503496504,0.2637,0.2939,0.6805,0.9191,0.9196,0.1349,0.6347,0.2502,-0.4866496503496504,-0.4564496503496504
373314000,0.6946492271105826,0.6946492271105826,0.1976,0.2194,0.6354,0.9118,0.9178,0.1221,0.377,0.1899,-0.49704922711058264,-0.4752492271105826
373319000,0.6626478873239436,0.6626478873239436,0.2981,0.3339,0.696,0.9185,0.9162,0.1254,0.7598,0.2815,-0.36454788732394366,-0.32874788732394367
373459000,0.4,0.4,0.0239,0.0261,0.7081,0.9128,0.9217,0.1164,0.8639,0.0225,-0.37610000000000005,-0.3739
373579000,0.6445414847161572,0.6445414847161572,0.1293,0.1426,0.6906,0.9123,0.9216,0.1183,0.7451,0.1223,-0.5152414847161573,-0.5019414847161572
373582000,0.6433585073300755,0.6433585073300755,0.4645,0.5279,0.7142,0.9126,0.919,0.1081,0.9221,0.4364,-0.17885850733007547,-0.11545850733007545
373595000,0.6570621468926554,0.6570621468926554,0.177,0.1957,0.7271,0.9175,0.9161,0.1074,1.0,0.1657,-0.4800621468926554,-0.4613621468926554
374286000,0.675451647183847,0.675451647183847,0.1907,0.2116,0.6579,0.9116,0.9245,0.1096,0.5396,0.1821,-0.484751647183847,-0.46385164718384697
403636001,0.8328677074774035,0.8328677074774035,0.3772,0.4262,0.5987,0.9104,0.919,0.1139,0.1481,0.3664,-0.4556677074774035,-0.40666770747740344
405000291,0.7098214285714286,0.7098214285714286,0.1667,0.1845,0.6158,0.9117,0.9198,0.1229,0.2427,0.1611,-0.5431214285714286,-0.5253214285714286
405000292,0.6,0.6,0.0,0.0,0.588,0.9105,0.9179,0.1054,0.0924,0.0,-0.6,-0.6
405000308,0.7846547314578005,0.7846547314578005,0.3426,0.3855,0.6113,0.9109,0.9232,0.1215,0.2129,0.3315,-0.4420547314578005,-0.3991547314578005
405000309,0.7219330855018588,0.7219330855018588,0.1791,0.1985,0.6055,0.9114,0.9174,0.1228,0.1785,0.1736,-0.5428330855018587,-0.5234330855018587
412379690,0.4,0.4,0.0159,0.0173,0.7079,0.9116,0.9215,0.1092,0.8776,0.015,-0.3841,-0.38270000000000004
412379710,0.4,0.4,0.016,0.0174,0.7277,0.9159,0.9183,0.1107,1.0,0.015,-0.384,-0.38260000000000005
413219850,0.4,0.4,0.008,0.0087,0.7296,0.9157,0.9197,0.1174,1.0,0.0075,-0.392,-0.39130000000000004
413220120,0.4,0.4,0.016,0.0174,0.7208,0.9116,0.9247,0.1122,0.9548,0.015,-0.384,-0.38260000000000005
413379170,0.0,0.0,0.0,0.0,0.7346,0.9243,0.9117,0.1301,1.0,0.0,0.0,0.0
413380750,0.4,0.4,0.016,0.0174,0.7272,0.9153,0.9192,0.1091,1.0,0.015,-0.384,-0.38260000000000005
413380760,0.7319905213270143,0.7319905213270143,0.2084,0.2315,0.6789,0.9108,0.9249,0.1109,0.6792,0.1978,-0.5235905213270142,-0.5004905213270142
413381180,0.7699556987515103,0.7699556987515103,0.5703,0.6546,0.6686,0.9233,0.9165,0.1342,0.5493,0.5428,-0.19965569875151024,-0.1153556987515103
413381250,0.4,0.4,0.008,0.0087,0.7282,0.9122,0.9223,0.1153,1.0,0.0075,-0.392,-0.39130000000000004
413381280,0.7914634146341464,0.7914634146341464,0.1515,0.1675,0.6255,0.9117,0.9243,0.1201,0.3065,0.146,-0.6399634146341464,-0.6239634146341464
413381290,0.6090909090909091,0.6090909090909091,0.0419,0.0458,0.678,0.9152,0.9133,0.1275,0.6493,0.0398,-0.5671909090909091,-0.5632909090909092
413381440,0.7559675550405562,0.7559675550405562,0.2339,0.2605,0.6337,0.9116,0.9186,0.1112,0.3833,0.2249,-0.5220675550405562,-0.49546755504055623
413471950,0.4,0.4,0.008,0.0087,0.73,0.916,0.9178,0.1202,1.0,0.0075,-0.392,-0.39130000000000004
413491830,0.4,0.4,0.008,0.0087,0.7126,0.9141,0.9194,0.12,0.8874,0.0075,-0.392,-0.39130000000000004
413492450,0.7190981432360743,0.7190981432360743,0.1307,0.1443,0.6018,0.9111,0.9256,0.1105,0.1644,0.1268,-0.5883981432360743,-0.5747981432360744
413495760,0.7336448598130841,0.7336448598130841,0.1659,0.1836,0.6391,0.9112,0.9237,0.1122,0.4125,0.1593,-0.5677448598130841,-0.5500448598130842
413558710,0.4,0.4,0.008,0.0087,0.7191,0.9121,0.921,0.1147,0.9424,0.0075,-0.392,-0.39130000000000004
413692370,0.4,0.4,0.024,0.0262,0.7201,0.9123,0.9217,0.1151,0.947,0.0225,-0.376,-0.3738
413702160,0.0,0.0,0.0,0.0,0.7253,0.9143,0.936,0.0897,1.0,0.0,0.0,0.0
414246000,0.794343891402715,0.794343891402715,0.1808,0.2005,0.7257,0.9124,0.9288,0.0999,1.0,0.1693,-0.613543891402715,-0.593843891402715
414816000,0.4,0.4,0.016,0.0174,0.7279,0.9161,0.9194,0.1102,1.0,0.015,-0.384,-0.38260000000000005
416035000,0.6394793926247289,0.6394793926247289,0.0946,0.1038,0.7345,0.9232,0.9164,0.1276,1.0,0.0884,-0.5448793926247288,-0.5356793926247289
416037000,0.7740181268882176,0.7740181268882176,0.2668,0.2972,0.7305,0.9174,0.9193,0.1187,1.0,0.2495,-0.5072181268882177,-0.47681812688821756
416038000,0.7956175298804781,0.7956175298804781,0.1656,0.1833,0.6374,0.9108,0.9267,0.107,0.4063,0.159,-0.6300175298804781,-0.612317529880478
416426000,0.7143686502177069,0.7143686502177069,0.378,0.4265,0.6417,0.9116,0.9209,0.1151,0.4271,0.3626,-0.3363686502177069,-0.2878686502177069
416427000,0.6314655172413793,0.6314655172413793,0.1647,0.1823,0.6573,0.9124,0.919,0.1156,0.5306,0.1573,-0.4667655172413793,-0.4491655172413793
416428000,0.6006535947712418,0.6006535947712418,0.1509,0.1667,0.706,0.9137,0.9165,0.1168,0.8534,0.1421,-0.44975359477124177,-0.43395359477124185
416429000,0.7553956834532374,0.7553956834532374,0.3276,0.3679,0.6752,0.9156,0.9161,0.1232,0.6326,0.3112,-0.4277956834532374,-0.38749568345323737
416487000,0.4,0.4,0.0159,0.0173,0.6928,0.911,0.9242,0.1126,0.7696,0.015,-0.3841,-0.38270000000000004
419002072,0.5628361858190709,0.5628361858190709,0.0747,0.0818,0.6796,0.9155,0.9218,0.1213,0.6583,0.0709,-0.4881361858190709,-0.4810361858190709
422031400,0.4,0.4,0.008,0.0087,0.7147,0.912,0.9219,0.1135,0.9143,0.0075,-0.392,-0.39130000000000004
422039200,0.4,0.4,0.008,0.0087,0.7302,0.9142,0.9187,0.123,1.0,0.0075,-0.392,-0.39130000000000004
440006000,0.4,0.4,0.0159,0.0173,0.7055,0.911,0.9249,0.112,0.8541,0.015,-0.3841,-0.38270000000000004
440014000,0.7218249075215784,0.7218249075215784,0.2003,0.2226,0.5958,0.9107,0.9197,0.1059,0.1404,0.1947,-0.5215249075215783,-0.49922490752157833
440044000,0.9314634146341464,0.9314634146341464,0.7429,0.8777,0.7231,0.9114,0.9342,0.0867,1.0,0.6963,-0.1885634146341464,-0.053763414634146356
440061000,0.4,0.4,0.016,0.0174,0.7274,0.9144,0.9182,0.1118,1.0,0.015,-0.384,-0.38260000000000005
440147000,0.8036211699164345,0.8036211699164345,0.2247,0.2501,0.633,0.912,0.9182,0.1103,0.3801,0.2161,-0.5789211699164345,-0.5535211699164345
440185000,0.4,0.4,0.0159,0.0173,0.705,0.9121,0.9244,0.114,0.8449,0.015,-0.3841,-0.38270000000000004
440313000,0.732421340629275,0.732421340629275,0.1874,0.2078,0.714,0.9159,0.9161,0.1298,0.8796,0.1761,-0.545021340629275,-0.524621340629275
440716000,0.7504112808460635,0.7504112808460635,0.2142,0.2374,0.7346,0.9243,0.9156,0.1272,1.0,0.2001,-0.5362112808460635,-0.5130112808460634
441421000,0.6306748466257669,0.6306748466257669,0.1671,0.1846,0.728,0.9209,0.912,0.1091,1.0,0.1564,-0.46357484662576687,-0.4460748466257669
466543000,0.4,0.4,0.016,0.0174,0.7278,0.9154,0.9172,0.1126,1.0,0.015,-0.384,-0.38260000000000005
477020200,0.7326829268292683,0.7326829268292683,0.173,0.1916,0.6873,0.9154,0.9176,0.1162,0.7236,0.1638,-0.5596829268292682,-0.5410829268292683
477056800,0.4,0.4,0.024,0.0262,0.7288,0.915,0.9181,0.1168,1.0,0.0225,-0.376,-0.3738
477062000,0.6533980582524272,0.6533980582524272,0.2125,0.2362,0.6431,0.9105,0.9267,0.1031,0.4521,0.2038,-0.4408980582524272,-0.4171980582524273
477076300,0.0,0.0,0.0,0.0,0.7252,0.9119,0.9406,0.0894,1.0,0.0,0.0,0.0
477085200,0.4,0.4,0.008,0.0087,0.7305,0.9158,0.9176,0.1225,1.0,0.0075,-0.392,-0.39130000000000004
477116200,0.5833097595473833,0.5833097595473833,0.0931,0.1024,0.6599,0.9134,0.9177,0.1097,0.5569,0.0888,-0.4902097595473833,-0.4809097595473833
477134700,0.7758564437194126,0.7758564437194126,0.1222,0.1348,0.5879,0.9102,0.9212,0.0975,0.1014,0.1191,-0.6536564437194127,-0.6410564437194126
477137300,0.8446536650975118,0.8446536650975118,0.4699,0.5357,0.5899,0.9105,0.9234,0.1013,0.1046,0.4575,-0.37475366509751185,-0.3089536650975119
477154500,0.4,0.4,0.024,0.0262,0.729,0.9138,0.9218,0.1163,1.0,0.0225,-0.376,-0.3738
477167800,0.8134020618556701,0.8134020618556701,0.1387,0.1532,0.5921,0.9121,0.9144,0.1027,0.1248,0.135,-0.67470206185567,-0.6602020618556701
477174300,0.6881889763779527,0.6881889763779527,0.1056,0.1163,0.6288,0.9101,0.922,0.1041,0.3619,0.1017,-0.5825889763779527,-0.5718889763779528
477180500,0.5791666666666667,0.5791666666666667,0.09,0.099,0.6147,0.9111,0.9218,0.1126,0.2516,0.087,-0.48916666666666675,-0.48016666666666674
477208400,0.4,0.4,0.0159,0.0173,0.7018,0.9117,0.9222,0.1128,0.8298,0.015,-0.3841,-0.38270000000000004
477369900,0.4,0.4,0.008,0.0087,0.7284,0.9122,0.9231,0.1154,1.0,0.0075,-0.392,-0.39130000000000004
477387600,0.425984251968504,0.425984251968504,0.0282,0.0308,0.7247,0.9142,0.9183,0.1131,0.9804,0.0264,-0.397784251968504,-0.395184251968504
477406000,0.8780619111709287,0.8780619111709287,0.6858,0.797,0.5929,0.9108,0.9196,0.1114,0.1118,0.6672,-0.19226191117092872,-0.08106191117092865
477468200,0.4,0.4,0.016,0.0174,0.7278,0.9124,0.9264,0.1102,1.0,0.015,-0.384,-0.38260000000000005
477521300,0.4,0.4,0.016,0.0174,0.7282,0.9166,0.9161,0.1133,1.0,0.015,-0.384,-0.38260000000000005
477632900,0.4,0.4,0.008,0.0087,0.7297,0.9119,0.9282,0.1172,1.0,0.0075,-0.392,-0.39130000000000004
477641900,0.4041666666666667,0.4041666666666667,0.0164,0.0179,0.6973,0.9119,0.9212,0.1122,0.8017,0.0155,-0.38776666666666665,-0.38626666666666665
477685600,0.4958904109589041,0.4958904109589041,0.0195,0.0213,0.7138,0.9113,0.9223,0.101,0.9306,0.0183,-0.4763904109589041,-0.47459041095890414
477716100,0.6107420494699647,0.6107420494699647,0.3409,0.3834,0.6516,0.9141,0.9173,0.126,0.4736,0.3261,-0.2698420494699647,-0.22734204946996467
477745800,0.7876623376623377,0.7876623376623377,0.0708,0.0777,0.7259,0.9221,0.9064,0.103,1.0,0.0663,-0.7168623376623378,-0.7099623376623377
477798100,0.4,0.4,0.0,0.0,0.724,0.9124,0.927,0.0947,1.0,0.0,-0.4,-0.4
477798200,0.4,0.4,0.008,0.0087,0.7247,0.9155,0.9167,0.1232,0.9627,0.0075,-0.392,-0.39130000000000004
477809800,0.4,0.4,0.008,0.0087,0.7199,0.9117,0.9254,0.1168,0.9398,0.0075,-0.392,-0.39130000000000004
477842600,0.4,0.4,0.016,0.0174,0.7197,0.9124,0.926,0.1149,0.9385,0.015,-0.384,-0.38260000000000005
477850700,0.4,0.4,0.016,0.0174,0.7284,0.9125,0.9264,0.1124,1.0,0.015,-0.384,-0.38260000000000005
477855900,0.7108303249097474,0.7108303249097474,0.1051,0.1156,0.5995,0.911,0.9241,0.104,0.162,0.1021,-0.6057303249097474,-0.5952303249097474
477856100,0.8303358613217768,0.8303358613217768,0.3067,0.3438,0.6662,0.9143,0.9178,0.1116,0.5937,0.2921,-0.5236358613217769,-0.48653586132177684
477871900,0.4,0.4,0.016,0.0174,0.7281,0.9159,0.9179,0.1125,1.0,0.015,-0.384,-0.38260000000000005
477883500,0.8196470588235294,0.8196470588235294,0.3068,0.3444,0.7255,0.9104,0.9366,0.0959,1.0,0.2874,-0.5128470588235294,-0.4752470588235294
477885100,0.6617021276595745,0.6617021276595745,0.1116,0.1229,0.6058,0.9122,0.9225,0.1177,0.1797,0.1082,-0.5501021276595744,-0.5388021276595745
477885900,0.4,0.4,0.016,0.0174,0.7288,0.9161,0.9169,0.116,1.0,0.015,-0.384,-0.38260000000000005
477887200,0.4,0.4,0.016,0.0174,0.7247,0.912,0.9253,0.1124,0.9784,0.015,-0.384,-0.38260000000000005
477890900,0.4,0.4,0.008,0.0087,0.7244,0.9123,0.9212,0.1167,0.9738,0.0075,-0.392,-0.39130000000000004
477906300,0.4,0.4,0.016,0.0174,0.7259,0.915,0.916,0.1127,0.9902,0.015,-0.384,-0.38260000000000005
477909300,0.4,0.4,0.016,0.0174,0.7269,0.9119,0.9264,0.1113,0.9935,0.015,-0.384,-0.38260000000000005
477914400,0.4,0.4,0.008,0.0087,0.7291,0.9136,0.9213,0.1176,1.0,0.0075,-0.392,-0.39130000000000004
477967300,0.4,0.4,0.016,0.0174,0.7248,0.9139,0.9181,0.1215,0.9686,0.015,-0.384,-0.38260000000000005
477987100,0.6494382022471911,0.6494382022471911,0.1329,0.1464,0.6103,0.9135,0.9183,0.1106,0.2239,0.1286,-0.516538202247191,-0.5030382022471911
525005397,0.4,0.48,0.0,0.0,0.7247,0.9211,0.9155,0.1817,0.8514,0.0,-0.4,-0.48
525006403,0.4,0.48,0.0,0.0,0.7348,0.9218,0.9147,0.1954,0.8953,0.0,-0.4,-0.48
525007115,0.4,0.48,0.0262,0.0286,0.7304,0.9214,0.9149,0.2041,0.8521,0.0245,-0.3738,-0.45139999999999997
525009349,0.7218225419664268,0.7218225419664268,0.2328,0.2594,0.7251,0.9138,0.9205,0.1018,1.0,0.2181,-0.4890225419664268,-0.4624225419664268
525010156,0.4,0.48,0.0,0.0,0.7412,0.9214,0.9161,0.2163,0.9025,0.0,-0.4,-0.48
525010285,0.8151589242053789,0.8151589242053789,0.262,0.293,0.5974,0.9159,0.9161,0.1012,0.15,0.2546,-0.5531589242053789,-0.522158924205379
525013013,0.4,0.48,0.0155,0.0169,0.7466,0.9233,0.9159,0.2124,0.9398,0.0144,-0.3845,-0.46309999999999996
525013014,0.4,0.48,0.0,0.0,0.6868,0.9199,0.9164,0.1902,0.5868,0.0,-0.4,-0.48
525013016,0.4,0.48,0.0,0.0,0.7464,0.9204,0.9165,0.1875,0.9869,0.0,-0.4,-0.48
525013026,0.4,0.48,0.0,0.0,0.7538,0.9225,0.9157,0.2065,1.0,0.0,-0.4,-0.48
525013034,0.4,0.48,0.0,0.0,0.7522,0.9218,0.9155,0.2014,1.0,0.0,-0.4,-0.48
525015104,1.0,1.0,0.0463,0.0507,0.5847,0.9116,0.9192,0.1003,0.0742,0.0452,-0.9537,-0.9493
525015135,0.4,0.48,0.0,0.0,0.7431,0.9225,0.9161,0.2193,0.9071,0.0,-0.4,-0.48
525015391,0.4,0.48,0.0,0.0,0.7528,0.9218,0.915,0.2045,1.0,0.0,-0.4,-0.48
525015393,0.7601941747572816,0.7601941747572816,0.1292,0.1426,0.5954,0.9126,0.9224,0.1065,0.1284,0.1256,-0.6309941747572816,-0.6175941747572815
525015583,0.4,0.48,0.0,0.0,0.713,0.9195,0.916,0.1919,0.7605,0.0,-0.4,-0.48
525015658,0.7427244582043344,0.7427244582043344,0.4399,0.4994,0.7267,0.9145,0.9138,0.1126,1.0,0.4119,-0.3028244582043344,-0.2433244582043344
525015706,0.4,0.48,0.0,0.0,0.7046,0.92,0.9177,0.1709,0.7354,0.0,-0.4,-0.48
525015973,0.8157303370786517,0.8157303370786517,0.1396,0.1542,0.5908,0.9133,0.9184,0.1003,0.1118,0.1359,-0.6761303370786518,-0.6615303370786517
525019019,0.4,0.5599999999999999,0.0,0.0,0.7549,0.927,0.914,0.2053,1.0,0.0,-0.4,-0.5599999999999999
525019100,0.4,0.48,0.0,0.0,0.7344,0.9199,0.9165,0.2093,0.8724,0.0,-0.4,-0.48
525019101,0.4,0.48,0.0,0.0,0.7556,0.921,0.9164,0.2157,1.0,0.0,-0.4,-0.48
525019381,0.8221153846153846,0.8221153846153846,0.1886,0.2093,0.5929,0.9155,0.9165,0.1009,0.121,0.1835,-0.6335153846153846,-0.6128153846153845
525019416,0.4,0.48,0.0,0.0,0.7095,0.9188,0.9167,0.2043,0.7174,0.0,-0.4,-0.48
525019465,0.4,0.48,0.0,0.0,0.7382,0.922,0.9157,0.2083,0.8946,0.0,-0.4,-0.48
525024397,0.4,0.48,0.0066,0.0072,0.7092,0.921,0.9147,0.1818,0.7493,0.0062,-0.3934,-0.4728
525025100,0.7169960474308301,0.7169960474308301,0.1711,0.1895,0.7327,0.9142,0.9272,0.1265,1.0,0.1599,-0.5458960474308301,-0.5274960474308301
525025101,0.7197405004633921,0.7197405004633921,0.3733,0.421,0.7297,0.9141,0.9251,0.1163,1.0,0.3492,-0.3464405004633921,-0.2987405004633921
525100196,0.4,0.48,0.0,0.0,0.7517,0.9227,0.9151,0.1983,1.0,0.0,-0.4,-0.48
525100468,0.9641965678627143,0.9641965678627143,0.7359,0.8756,0.7238,0.9109,0.9414,0.0848,1.0,0.6896,-0.22829656786271435,-0.0885965678627143
525100552,0.6967741935483871,0.6967741935483871,0.1732,0.1918,0.6385,0.9147,0.9162,0.1249,0.3875,0.1663,-0.5235741935483871,-0.5049741935483871
525109003,0.9383328837334772,0.9383328837334772,0.884,1.0696,0.5944,0.9101,0.9204,0.1127,0.1206,0.8597,-0.05433288373347722,0.13126711626652288
525109021,0.6601769911504425,0.6601769911504425,0.1697,0.1879,0.6623,0.9102,0.9222,0.1031,0.5868,0.1618,-0.4904769911504425,-0.47227699115044247
525109023,0.0323076923076923,0.0387692307692307,0.0089,0.0097,0.6668,0.9164,0.9205,0.1551,0.516,0.0085,-0.023407692307692303,-0.0290692307692307
525113005,0.4,0.48,0.0,0.0,0.719,0.921,0.9172,0.2038,0.7749,0.0,-0.4,-0.48
525113012,0.8672176308539945,0.8672176308539945,0.22,0.2452,0.5857,0.9116,0.9212,0.0994,0.0798,0.2145,-0.6472176308539945,-0.6220176308539945
525113028,0.4,0.48,0.0,0.0,0.7456,0.9209,0.9168,0.2204,0.9254,0.0,-0.4,-0.48
525113031,0.4,0.48,0.0,0.0,0.7553,0.9231,0.9154,0.2119,1.0,0.0,-0.4,-0.48
525113034,0.4,0.48,0.0,0.0,0.742,0.9221,0.9147,0.2009,0.9332,0.0,-0.4,-0.48
525113038,0.7476861167002012,0.7476861167002012,0.134,0.1479,0.6455,0.9178,0.9172,0.1018,0.4632,0.1284,-0.6136861167002012,-0.5997861167002012
525119189,0.4,0.48,0.0,0.0,0.7561,0.9216,0.9158,0.2171,1.0,0.0,-0.4,-0.48
525119190,0.4,0.48,0.0,0.0,0.7134,0.9181,0.9181,0.1962,0.7565,0.0,-0.4,-0.48
525119192,0.8258345428156749,0.8258345428156749,0.1624,0.1799,0.5957,0.9147,0.9153,0.1147,0.1207,0.1579,-0.6634345428156749,-0.6459345428156749
525119238,0.4,0.4,0.008,0.0087,0.7285,0.9141,0.9211,0.1365,0.9634,0.0075,-0.392,-0.39130000000000004
525121062,0.4,0.48,0.0,0.0,0.7333,0.9229,0.9127,0.2095,0.8613,0.0,-0.4,-0.48
525125031,0.7278810408921933,0.7278810408921933,0.2103,0.2337,0.618,0.9151,0.9149,0.115,0.2683,0.2031,-0.5175810408921933,-0.4941810408921933
525125033,0.6988593155893537,0.6988593155893537,0.1589,0.1756,0.6044,0.9144,0.9164,0.1236,0.1631,0.1541,-0.5399593155893536,-0.5232593155893537
525125034,0.7057831325301205,0.7057831325301205,0.1382,0.1526,0.6092,0.9131,0.9217,0.1203,0.1967,0.1338,-0.5675831325301205,-0.5531831325301204
525200098,0.0,0.0,0.0,0.0,0.6512,0.9195,0.913,0.2264,0.295,0.0,0.0,0.0
525301845,0.4,0.48,0.0,0.0,0.739,0.9179,0.9195,0.2319,0.8665,0.0,-0.4,-0.48
533000346,0.560337552742616,0.560337552742616,0.0614,0.0673,0.7245,0.9179,0.9171,0.0958,1.0,0.0575,-0.498937552742616,-0.49303755274261596
533000522,0.6140672782874618,0.6140672782874618,0.1572,0.1739,0.6438,0.9125,0.9205,0.1166,0.4368,0.1507,-0.45686727828746176,-0.44016727828746177
533052300,1.0,1.2,0.374,0.4279,0.7289,0.9321,0.9037,0.1014,1.0,0.35,-0.626,-0.7721
533130813,0.4,0.4,0.0157,0.0171,0.6649,0.9121,0.9246,0.1122,0.5806,0.015,-0.38430000000000003,-0.3829
533131021,0.4,0.4,0.008,0.0087,0.7094,0.9117,0.924,0.1189,0.8678,0.0075,-0.392,-0.39130000000000004
533131059,0.4,0.4,0.0239,0.0261,0.7137,0.9118,0.9229,0.1169,0.9012,0.0225,-0.37610000000000005,-0.3739
533132056,0.4,0.4,0.016,0.0174,0.7178,0.9128,0.9205,0.1264,0.913,0.015,-0.384,-0.38260000000000005
533132066,0.900740318906606,0.900740318906606,1.0,1.2048,0.7235,0.9125,0.9118,0.1046,1.0,1.0,0.099259681093394,0.3040596810933941
533132075,1.0,1.0,0.6561,0.7606,0.637,0.9111,0.9184,0.1126,0.4049,0.6302,-0.3439,-0.23939999999999995
533132085,0.4,0.4,0.024,0.0262,0.7291,0.9142,0.9215,0.1166,1.0,0.0225,-0.376,-0.3738
533132161,0.6325624421831637,0.6325624421831637,0.2199,0.2445,0.6807,0.9143,0.9178,0.1161,0.6826,0.2086,-0.4126624421831637,-0.3880624421831637
533132436,0.6713333333333333,0.6713333333333333,0.1735,0.1919,0.7243,0.9105,0.9107,0.1118,1.0,0.1626,-0.49783333333333335,-0.4794333333333334
533132646,0.4,0.4,0.024,0.0262,0.7228,0.9139,0.9194,0.1161,0.962,0.0225,-0.376,-0.3738
533132786,0.4,0.4,0.0239,0.0261,0.7082,0.9119,0.9233,0.1197,0.8593,0.0225,-0.37610000000000005,-0.3739
533132826,0.4,0.4,0.032,0.0349,0.7275,0.9143,0.9196,0.1164,0.9915,0.03,-0.368,-0.36510000000000004
533132827,0.6099202834366697,0.6099202834366697,0.1722,0.1907,0.7139,0.9166,0.9154,0.1128,0.9064,0.1618,-0.4377202834366697,-0.4192202834366697
533132941,0.6834701055099648,0.6834701055099648,0.1635,0.1804,0.7311,0.9216,0.9164,0.1231,0.9895,0.1529,-0.5199701055099648,-0.5030701055099648
533133067,0.6299674267100978,0.6299674267100978,0.1616,0.1788,0.6179,0.9107,0.9226,0.1151,0.2688,0.1561,-0.4683674267100978,-0.4511674267100978
533133238,0.726241134751773,0.726241134751773,0.2969,0.3329,0.6317,0.915,0.9203,0.1291,0.3289,0.2856,-0.429341134751773,-0.393341134751773
533133374,0.6307308970099668,0.6307308970099668,0.1917,0.2121,0.6959,0.9116,0.9202,0.1122,0.7945,0.1811,-0.4390308970099668,-0.41863089700996675
533133558,0.4,0.4,0.048,0.0523,0.7232,0.9137,0.9207,0.1168,0.9627,0.045,-0.35200000000000004,-0.3477
533170079,0.6190975865687304,0.6190975865687304,0.1672,0.185,0.7084,0.9147,0.9174,0.1234,0.8547,0.1574,-0.45189758656873036,-0.4340975865687304
533170482,0.563895486935867,0.563895486935867,0.1124,0.1236,0.7269,0.9161,0.9169,0.1085,1.0,0.1052,-0.451495486935867,-0.440295486935867
533170531,0.8181052631578948,0.8181052631578948,0.383,0.4334,0.7238,0.9104,0.9358,0.0899,1.0,0.3589,-0.4351052631578948,-0.3847052631578948
533170536,0.6018099547511313,0.6018099547511313,0.1149,0.1263,0.7288,0.9198,0.9098,0.1155,1.0,0.1075,-0.4869099547511313,-0.47550995475113134
533170635,0.5645408163265306,0.5645408163265306,0.1124,0.1238,0.6585,0.9132,0.9187,0.1163,0.5361,0.1073,-0.45214081632653064,-0.4407408163265306
533170679,0.7612476370510397,0.7612476370510397,0.2652,0.2962,0.6883,0.9107,0.9185,0.107,0.7572,0.251,-0.4960476370510397,-0.4650476370510397
533170768,0.4,0.4,0.024,0.0262,0.7177,0.9139,0.9212,0.1154,0.9267,0.0225,-0.376,-0.3738
533170821,0.5922268907563025,0.5922268907563025,0.1333,0.1471,0.7271,0.9179,0.9142,0.1128,0.9928,0.1248,-0.45892689075630255,-0.4451268907563025
533170822,0.6714634146341464,0.6714634146341464,0.139,0.1535,0.7264,0.9125,0.9175,0.1116,1.0,0.1302,-0.5324634146341464,-0.5179634146341464
533170829,0.4,0.4,0.024,0.0262,0.7155,0.9128,0.9215,0.1146,0.9162,0.0225,-0.376,-0.3738
533180127,0.6966019417475728,0.6966019417475728,0.32,0.3593,0.7155,0.9189,0.9176,0.1253,0.8874,0.3006,-0.37660194174757283,-0.33730194174757283
533180218,0.803486646884273,0.9641839762611276,0.6948,0.821,0.7283,0.9256,0.9077,0.1061,1.0,0.6503,-0.10868664688427299,-0.14318397626112767
533283000,0.4,0.4,0.0318,0.0347,0.7037,0.9129,0.9206,0.1195,0.8305,0.03,-0.3682,-0.3653
533970000,0.4,0.4,0.04,0.0436,0.7214,0.9145,0.92,0.1154,0.9516,0.0375,-0.36000000000000004,-0.35640000000000005
538002485,0.6238655462184874,0.6238655462184874,0.0994,0.1093,0.6317,0.9105,0.9235,0.1092,0.3702,0.0956,-0.5244655462184874,-0.5145655462184875
538002666,0.6019892884468248,0.6019892884468248,0.1652,0.1828,0.6984,0.9149,0.9185,0.1073,0.8128,0.1559,-0.43678928844682474,-0.4191892884468248
538003120,0.650965250965251,0.650965250965251,0.1499,0.1657,0.6418,0.9103,0.9256,0.1021,0.4472,0.1438,-0.501065250965251,-0.4852652509652511
538003181,0.6990825688073394,0.6990825688073394,0.1454,0.1606,0.6676,0.9113,0.9253,0.1095,0.6042,0.1384,-0.5536825688073395,-0.5384825688073395
