mmsi,fpi_proxy_legacy,ecp_proxy_legacy,fpi_proxy_scientific,ecp_proxy_scientific,environment_score,temperature_score,salinity_score,productivity_score,hydrodynamic_score,behavior_score,fpi_delta,ecp_delta
636016179,0.5077464788732394,0.5077464788732394,0.0807,0.0886,0.6955,0.914,0.9171,0.1176,0.7808,0.0762,-0.42704647887323943,-0.4191464788732394
636016677,0.7870485678704857,0.7870485678704857,0.4189,0.4732,0.6915,0.9239,0.9171,0.1332,0.7014,0.3961,-0.3681485678704857,-0.3138485678704857
636016852,0.7916913946587537,0.7916913946587537,0.4285,0.4863,0.6438,0.9106,0.926,0.1013,0.4604,0.4108,-0.3631913946587537,-0.3053913946587537
636016940,0.8394961096702482,0.8394961096702482,0.7745,0.9078,0.7258,0.9099,0.9172,0.1134,1.0,0.7254,-0.06499610967024827,0.06830389032975182
636017016,0.7492537313432837,0.7492537313432837,0.3974,0.4494,0.732,0.9207,0.9189,0.1199,1.0,0.3715,-0.3518537313432837,-0.29985373134328364
636017245,0.7123028391167192,0.7123028391167192,0.1624,0.1797,0.6466,0.9101,0.9205,0.112,0.4694,0.1556,-0.5499028391167192,-0.5326028391167192
636017360,0.7634801288936628,0.7634801288936628,0.2302,0.2563,0.6619,0.9116,0.9188,0.1175,0.5611,0.2195,-0.5332801288936628,-0.5071801288936628
636017404,0.976207336071378,0.976207336071378,0.8527,1.0318,0.5863,0.9119,0.9186,0.1032,0.0801,0.8312,-0.12350733607137798,0.055592663928622055
636017440,0.7054711246200609,0.7054711246200609,0.3199,0.3592,0.6047,0.9126,0.9172,0.1217,0.172,0.3102,-0.3855711246200609,-0.3462711246200609
636017803,0.8667410714285715,0.8667410714285715,0.278,0.3107,0.6447,0.9208,0.9174,0.133,0.3974,0.2664,-0.5887410714285715,-0.5560410714285715
636017971,0.7370434782608696,0.7370434782608696,0.3182,0.357,0.7079,0.9125,0.9237,0.1096,0.8717,0.2995,-0.4188434782608696,-0.3800434782608696
636018141,0.7340369393139842,0.7340369393139842,0.1839,0.204,0.6025,0.9135,0.9178,0.1113,0.1715,0.1784,-0.5501369393139841,-0.5300369393139842
636018226,0.6316,0.6316,0.0826,0.0908,0.6164,0.9112,0.9253,0.1061,0.2688,0.0798,-0.549,-0.5408000000000001
636018318,0.7563722584469472,0.7563722584469472,0.6831,0.7919,0.7111,0.9185,0.9155,0.1285,0.8567,0.6424,-0.07327225844694718,0.03552774155305283
636018380,0.8182076813655761,0.8182076813655761,0.2524,0.2816,0.6474,0.9142,0.915,0.1223,0.4542,0.2417,-0.5658076813655761,-0.536607681365576
636018529,0.8027972027972028,0.8027972027972028,0.2606,0.2909,0.6869,0.9141,0.9178,0.1115,0.7319,0.2468,-0.5421972027972028,-0.5118972027972029
636018693,0.7695924764890283,0.7695924764890283,0.1961,0.2176,0.666,0.915,0.9178,0.1153,0.584,0.1868,-0.5734924764890283,-0.5519924764890283
636018769,0.7789473684210526,0.7789473684210526,0.2175,0.2419,0.6342,0.912,0.9221,0.1203,0.366,0.2091,-0.5614473684210526,-0.5370473684210526
636019336,0.6611850060459492,0.6611850060459492,0.1959,0.2174,0.6712,0.9134,0.9197,0.1062,0.6354,0.1863,-0.46528500604594925,-0.44378500604594917
636019700,0.5299212598425197,0.5299212598425197,0.0361,0.0394,0.7313,0.9176,0.9178,0.1229,1.0,0.0338,-0.4938212598425197,-0.4905212598425197
636019821,0.6423183072677093,0.6423183072677093,0.2053,0.2272,0.7058,0.9157,0.9224,0.1245,0.8259,0.1934,-0.4370183072677093,-0.4151183072677093
636019861,0.6962699822380107,0.6962699822380107,0.1204,0.1327,0.6495,0.9104,0.9256,0.1081,0.4882,0.1152,-0.5758699822380108,-0.5635699822380107
636019893,0.4,0.4,0.008,0.0087,0.7293,0.9114,0.9263,0.118,1.0,0.0075,-0.392,-0.39130000000000004
636020206,0.6323770491803279,0.6323770491803279,0.0884,0.0972,0.6741,0.9146,0.9182,0.1107,0.6465,0.084,-0.5439770491803279,-0.5351770491803279
636020254,0.7120603015075377,0.7120603015075377,0.2903,0.3249,0.659,0.9127,0.917,0.1167,0.5424,0.2771,-0.42176030150753774,-0.3871603015075377
636020992,0.7568290353390641,0.7568290353390641,0.7034,0.8207,0.7117,0.9165,0.9214,0.118,0.8757,0.6614,-0.05342903533906407,0.06387096466093589
636021031,0.6127764127764128,0.6127764127764128,0.2049,0.2275,0.717,0.9136,0.9184,0.1158,0.926,0.1924,-0.40787641277641284,-0.3852764127764128
636021202,0.4,0.4,0.008,0.0087,0.7141,0.9124,0.9222,0.1183,0.9005,0.0075,-0.392,-0.39130000000000004
636021234,0.4,0.4,0.016,0.0174,0.7145,0.9124,0.9209,0.1106,0.9182,0.015,-0.384,-0.38260000000000005
636021400,0.8468831168831169,0.8468831168831169,0.4477,0.5089,0.6677,0.9133,0.917,0.115,0.6014,0.4263,-0.3991831168831169,-0.3379831168831169
636021412,0.4,0.4,0.016,0.0174,0.7279,0.9163,0.9186,0.1106,1.0,0.015,-0.384,-0.38260000000000005
636021595,0.6585714285714286,0.6585714285714286,0.2762,0.3088,0.6577,0.9126,0.9202,0.1109,0.5396,0.2637,-0.3823714285714286,-0.34977142857142857
636021614,0.7245901639344263,0.7245901639344263,0.2743,0.3066,0.6821,0.9114,0.921,0.1197,0.6896,0.2601,-0.45029016393442634,-0.41799016393442634
636021830,0.4,0.4,0.008,0.0087,0.7278,0.9121,0.9218,0.1146,1.0,0.0075,-0.392,-0.39130000000000004
636021857,0.7929347826086957,0.7929347826086957,0.4428,0.5024,0.6778,0.917,0.9156,0.1225,0.6486,0.4204,-0.3501347826086956,-0.2905347826086957
636022036,0.859682899207248,0.859682899207248,0.5069,0.579,0.7252,0.9105,0.9362,0.095,1.0,0.4748,-0.35278289920724804,-0.2806828992072481
636022037,0.7561576354679803,0.7561576354679803,0.5025,0.5732,0.7274,0.9177,0.9141,0.1099,1.0,0.4704,-0.25365763546798037,-0.18295763546798027
636022078,0.7414388489208633,0.7414388489208633,0.2775,0.3103,0.7249,0.9104,0.9246,0.1033,1.0,0.26,-0.4639388489208633,-0.4311388489208633
636022117,0.8136312849162011,0.8136312849162011,0.5447,0.6237,0.6617,0.9122,0.9187,0.121,0.5521,0.5195,-0.2689312849162011,-0.18993128491620104
636022307,0.7610810810810811,0.7610810810810811,0.1596,0.1765,0.7033,0.9104,0.9164,0.1186,0.8416,0.1504,-0.6014810810810811,-0.5845810810810811
636022350,0.6865979381443299,0.6865979381443299,0.2564,0.2861,0.6447,0.9114,0.9221,0.1137,0.4486,0.2457,-0.4301979381443299,-0.4004979381443299
636022412,0.7279960707269155,0.7279960707269155,0.5213,0.5957,0.6543,0.9117,0.9225,0.1068,0.5229,0.4982,-0.20669607072691554,-0.13229607072691552
636022573,0.4,0.4,0.008,0.0087,0.7168,0.9119,0.9247,0.1206,0.913,0.0075,-0.392,-0.39130000000000004
636022785,0.4,0.4,0.0159,0.0173,0.6903,0.9121,0.9191,0.1122,0.7572,0.015,-0.3841,-0.38270000000000004
636022815,0.5949416342412451,0.5949416342412451,0.0771,0.0846,0.6265,0.9134,0.9187,0.1048,0.341,0.0743,-0.5178416342412451,-0.5103416342412451
636023004,0.4,0.4,0.0159,0.0173,0.7029,0.9117,0.9207,0.1109,0.8423,0.015,-0.3841,-0.38270000000000004
636023010,0.4019480519480519,0.4019480519480519,0.0082,0.0089,0.7208,0.9134,0.9177,0.1233,0.9404,0.0077,-0.3937480519480519,-0.39304805194805187
636023015,0.7814285714285714,0.7814285714285714,0.3359,0.3777,0.6113,0.9116,0.9199,0.1199,0.2181,0.325,-0.4455285714285714,-0.4037285714285714
636023140,0.4,0.4,0.016,0.0174,0.7236,0.9152,0.9185,0.1105,0.9745,0.015,-0.384,-0.38260000000000005
636023316,0.4,0.4,0.0159,0.0173,0.6894,0.912,0.9259,0.1139,0.7396,0.015,-0.3841,-0.38270000000000004
636023689,0.4,0.4,0.0079,0.0086,0.6982,0.912,0.9218,0.1199,0.7938,0.0075,-0.3921,-0.3914
636023771,0.8343848580441641,0.8343848580441641,0.3964,0.4485,0.5972,0.912,0.9185,0.1049,0.1499,0.3852,-0.4379848580441641,-0.38588485804416406
636023797,0.7020408163265306,0.7020408163265306,0.1278,0.141,0.6184,0.9128,0.9161,0.109,0.2856,0.1234,-0.5742408163265306,-0.5610408163265306
636023940,0.7198979591836735,0.7198979591836735,0.2702,0.3019,0.6824,0.9137,0.9192,0.1265,0.6764,0.2562,-0.4496979591836735,-0.4179979591836735
636023941,0.7362637362637363,0.7362637362637363,0.2442,0.2722,0.6676,0.9108,0.9197,0.1152,0.6035,0.2325,-0.49206373626373634,-0.4640637362637363
636023943,0.6863070539419087,0.6863070539419087,0.1465,0.1618,0.7274,0.9144,0.9178,0.1122,1.0,0.1371,-0.5398070539419088,-0.5245070539419088
636024250,0.7962566844919786,0.7962566844919786,0.2224,0.2475,0.6162,0.9116,0.9179,0.1183,0.2563,0.2149,-0.5738566844919786,-0.5487566844919787
636024261,0.4351464435146444,0.4351464435146444,0.0184,0.0201,0.7278,0.9143,0.9169,0.1148,1.0,0.0172,-0.4167464435146444,-0.41504644351464437
636024345,0.7299509001636661,0.7299509001636661,0.2284,0.254,0.6759,0.921,0.9168,0.1304,0.6104,0.2169,-0.5015509001636662,-0.47595090016366615
636024347,0.7502191060473269,0.7502191060473269,0.2865,0.3196,0.734,0.9243,0.9171,0.1233,1.0,0.2677,-0.4637191060473269,-0.4306191060473269
636024446,0.7324373854612096,0.7324373854612096,0.6968,0.8152,0.6744,0.9169,0.919,0.1233,0.6201,0.6622,-0.03563738546120965,0.08276261453879041
636024508,0.8216828478964402,0.8216828478964402,0.5848,0.6729,0.6266,0.9127,0.9182,0.1081,0.3389,0.5634,-0.2368828478964402,-0.14878284789644014
636024582,0.4,0.4,0.008,0.0087,0.7301,0.9158,0.9196,0.1195,1.0,0.0075,-0.392,-0.39130000000000004
636024837,0.6883910386965377,0.6883910386965377,0.1123,0.1237,0.6257,0.9107,0.92,0.1109,0.331,0.1082,-0.5760910386965378,-0.5646910386965377
636024987,0.7604588910133843,0.7604588910133843,0.6173,0.7118,0.727,0.9142,0.9262,0.1045,1.0,0.5779,-0.1431588910133843,-0.048658891013384276
636025016,0.4,0.4,0.008,0.0087,0.7255,0.9122,0.9222,0.1156,0.9817,0.0075,-0.392,-0.39130000000000004
636025232,0.679144385026738,0.679144385026738,0.2122,0.2358,0.7254,0.9117,0.9216,0.1055,1.0,0.1988,-0.466944385026738,-0.443344385026738
636025521,0.7471888818698673,0.7471888818698673,0.443,0.5026,0.6628,0.9118,0.9211,0.1081,0.5792,0.4224,-0.3041888818698673,-0.24458888186986727
636025527,0.7872044506258693,0.7872044506258693,0.1715,0.1899,0.6097,0.9139,0.9167,0.1049,0.2302,0.166,-0.6157044506258693,-0.5973044506258693
636025873,0.7429718875502008,0.7429718875502008,0.1501,0.1659,0.619,0.9136,0.9157,0.1051,0.2944,0.1449,-0.5928718875502008,-0.5770718875502008
636025920,0.7666382978723405,0.7666382978723405,0.4824,0.549,0.7044,0.9129,0.9175,0.1141,0.8482,0.4545,-0.2842382978723405,-0.21763829787234046
636091031,0.7760509554140127,0.7760509554140127,0.46,0.5226,0.682,0.9135,0.9211,0.1148,0.691,0.4362,-0.3160509554140127,-0.25345095541401275
636091308,0.7106941838649156,0.7106941838649156,0.1297,0.1431,0.6769,0.9121,0.916,0.1182,0.6618,0.1232,-0.5809941838649155,-0.5675941838649156
636091575,0.4,0.4,0.024,0.0262,0.7287,0.9151,0.9189,0.1155,1.0,0.0225,-0.376,-0.3738
636092314,0.4,0.4,0.008,0.0087,0.7238,0.9118,0.9238,0.0974,1.0,0.0075,-0.392,-0.39130000000000004
636092827,0.775625,0.775625,0.2813,0.3146,0.6387,0.9124,0.9213,0.1208,0.3953,0.2701,-0.494325,-0.461025
636092863,0.7732857142857144,0.7732857142857144,0.6917,0.8049,0.7269,0.9131,0.9292,0.1031,1.0,0.6476,-0.08158571428571437,0.031614285714285595
636092974,0.585663082437276,0.585663082437276,0.1516,0.1675,0.7278,0.9152,0.9179,0.1154,0.9954,0.1419,-0.43406308243727604,-0.41816308243727607
636093030,0.7632600258732212,0.7632600258732212,0.1947,0.2159,0.622,0.9196,0.9176,0.1346,0.2464,0.1878,-0.5685600258732212,-0.5473600258732212
636093110,0.7527352297592997,0.7527352297592997,0.3764,0.4248,0.6193,0.9098,0.9221,0.1048,0.2981,0.3634,-0.3763352297592997,-0.32793522975929973
636093211,0.5004651162790698,0.5004651162790698,0.0795,0.0873,0.7085,0.9137,0.9188,0.1149,0.8704,0.0748,-0.42096511627906974,-0.41316511627906977
636093214,0.5914008321775313,0.5914008321775313,0.115,0.1264,0.7025,0.9204,0.918,0.1271,0.7932,0.1084,-0.47640083217753126,-0.46500083217753124
667001575,0.5494044242768009,0.5494044242768009,0.3801,0.4315,0.6467,0.9119,0.9174,0.1244,0.4493,0.3641,-0.16930442427680092,-0.11790442427680092
667002344,0.0,0.0,0.0,0.0,0.7234,0.911,0.9355,0.0876,1.0,0.0,0.0,0.0
667002349,0.4,0.4,0.008,0.0087,0.7273,0.9135,0.92,0.1175,0.9902,0.0075,-0.392,-0.39130000000000004
667002530,0.4,0.4,0.016,0.0174,0.7284,0.9166,0.9167,0.1135,1.0,0.015,-0.384,-0.38260000000000005
667002556,1.0,1.0,0.8199,0.9921,0.5831,0.9112,0.9193,0.1009,0.0636,0.8,-0.18010000000000004,-0.007900000000000018
677026500,0.6,0.6,0.0482,0.0528,0.643,0.9086,0.9222,0.112,0.4472,0.0462,-0.5518,-0.5472
